9.030000000000000000e+02,9.700000000000000000e+01
9.020000000000000000e+02,9.800000000000000000e+01
9.070000000000000000e+02,9.300000000000000000e+01
9.060000000000000000e+02,9.400000000000000000e+01
9.150000000000000000e+02,8.500000000000000000e+01
9.200000000000000000e+02,8.000000000000000000e+01
9.090000000000000000e+02,9.100000000000000000e+01
8.930000000000000000e+02,1.070000000000000000e+02
8.950000000000000000e+02,1.050000000000000000e+02
8.920000000000000000e+02,1.080000000000000000e+02
8.870000000000000000e+02,1.130000000000000000e+02
9.000000000000000000e+02,1.000000000000000000e+02
8.960000000000000000e+02,1.040000000000000000e+02
8.910000000000000000e+02,1.090000000000000000e+02
8.900000000000000000e+02,1.100000000000000000e+02
8.990000000000000000e+02,1.010000000000000000e+02
8.980000000000000000e+02,1.020000000000000000e+02
8.900000000000000000e+02,1.100000000000000000e+02
9.070000000000000000e+02,9.300000000000000000e+01
9.030000000000000000e+02,9.700000000000000000e+01
9.070000000000000000e+02,9.300000000000000000e+01
8.960000000000000000e+02,1.040000000000000000e+02
8.960000000000000000e+02,1.040000000000000000e+02
8.980000000000000000e+02,1.020000000000000000e+02
8.930000000000000000e+02,1.070000000000000000e+02
8.990000000000000000e+02,1.010000000000000000e+02
8.950000000000000000e+02,1.050000000000000000e+02
8.970000000000000000e+02,1.030000000000000000e+02
9.020000000000000000e+02,9.800000000000000000e+01
8.880000000000000000e+02,1.120000000000000000e+02
9.050000000000000000e+02,9.500000000000000000e+01
9.120000000000000000e+02,8.800000000000000000e+01
8.990000000000000000e+02,1.010000000000000000e+02
8.970000000000000000e+02,1.030000000000000000e+02
8.980000000000000000e+02,1.020000000000000000e+02
9.090000000000000000e+02,9.100000000000000000e+01
9.120000000000000000e+02,8.800000000000000000e+01
8.970000000000000000e+02,1.030000000000000000e+02
8.990000000000000000e+02,1.010000000000000000e+02
9.120000000000000000e+02,8.800000000000000000e+01
9.020000000000000000e+02,9.800000000000000000e+01
9.000000000000000000e+02,1.000000000000000000e+02
8.850000000000000000e+02,1.150000000000000000e+02
8.880000000000000000e+02,1.120000000000000000e+02
9.060000000000000000e+02,9.400000000000000000e+01
8.950000000000000000e+02,1.050000000000000000e+02
8.940000000000000000e+02,1.060000000000000000e+02
9.080000000000000000e+02,9.200000000000000000e+01
9.070000000000000000e+02,9.300000000000000000e+01
8.800000000000000000e+02,1.200000000000000000e+02
8.880000000000000000e+02,1.120000000000000000e+02
8.910000000000000000e+02,1.090000000000000000e+02
8.970000000000000000e+02,1.030000000000000000e+02
8.910000000000000000e+02,1.090000000000000000e+02
8.950000000000000000e+02,1.050000000000000000e+02
9.110000000000000000e+02,8.900000000000000000e+01
9.050000000000000000e+02,9.500000000000000000e+01
9.030000000000000000e+02,9.700000000000000000e+01
9.060000000000000000e+02,9.400000000000000000e+01
9.090000000000000000e+02,9.100000000000000000e+01
9.070000000000000000e+02,9.300000000000000000e+01
8.770000000000000000e+02,1.230000000000000000e+02
9.050000000000000000e+02,9.500000000000000000e+01
9.040000000000000000e+02,9.600000000000000000e+01
9.030000000000000000e+02,9.700000000000000000e+01
8.960000000000000000e+02,1.040000000000000000e+02
9.040000000000000000e+02,9.600000000000000000e+01
8.960000000000000000e+02,1.040000000000000000e+02
8.950000000000000000e+02,1.050000000000000000e+02
8.960000000000000000e+02,1.040000000000000000e+02
1.090000000000000000e+02,8.910000000000000000e+02
8.800000000000000000e+01,9.120000000000000000e+02
7.000000000000000000e+01,9.300000000000000000e+02
1.080000000000000000e+02,8.920000000000000000e+02
1.020000000000000000e+02,8.980000000000000000e+02
1.010000000000000000e+02,8.990000000000000000e+02
9.700000000000000000e+01,9.030000000000000000e+02
1.020000000000000000e+02,8.980000000000000000e+02
9.700000000000000000e+01,9.030000000000000000e+02
1.190000000000000000e+02,8.810000000000000000e+02
1.110000000000000000e+02,8.890000000000000000e+02
1.050000000000000000e+02,8.950000000000000000e+02
1.330000000000000000e+02,8.670000000000000000e+02
1.010000000000000000e+02,8.990000000000000000e+02
1.070000000000000000e+02,8.930000000000000000e+02
9.900000000000000000e+01,9.010000000000000000e+02
9.700000000000000000e+01,9.030000000000000000e+02
1.120000000000000000e+02,8.880000000000000000e+02
9.200000000000000000e+01,9.080000000000000000e+02
1.010000000000000000e+02,8.990000000000000000e+02
9.000000000000000000e+01,9.100000000000000000e+02
1.050000000000000000e+02,8.950000000000000000e+02
1.080000000000000000e+02,8.920000000000000000e+02
9.600000000000000000e+01,9.040000000000000000e+02
8.300000000000000000e+01,9.170000000000000000e+02
8.700000000000000000e+01,9.130000000000000000e+02
1.130000000000000000e+02,8.870000000000000000e+02
1.050000000000000000e+02,8.950000000000000000e+02
1.140000000000000000e+02,8.860000000000000000e+02
9.500000000000000000e+01,9.050000000000000000e+02
